ID,Entry,OriginalEmotion,ValidatedEmotion
24997,Sınavdan 1 gün önce.,Fear,Fear
24998,Ailem bana kızdığı zaman.,Anger,Sadness
24999,Kötü not alınca 2 gün kendime gelemem.,Sadness,Sadness
25000,Yemek yerken ağzını şapırdatmak.,Disgust,Disgust
25001,Sınav sorularını gördüğümde.,Surprise,Ambigious
25002,Sevdiğim birisiyle konuşmak.,Happy,Happy
25003,Kedilerden.,Fear,Fear
25004,Ablamın kıyafetlerimi izinsiz alması.,Anger,Anger
25005,Notlarım düşük olduğunda.,Sadness,Sadness
25006,Sokağa tükürülmesi.,Disgust,Disgust
25007,Matematik öğretmeniyle düzgün iletişim kurduğumda.,Surprise,Happy
25008,Cuma günleri geldiğinde.,Happy,Happy
25009,Köpekler ve babam.,Fear,Fear
25010,Önemsenmemek.,Anger,Sadness
25011,Kaybetmek.,Sadness,Fear
25012,Brokoli.,Disgust,Disgust
25013,Matematik dersi.,Surprise,Ambigious
25014,Başarılı olduğumda ve toplumda saygı gördüğümde.,Happy,Happy
25015,Böcek gördüğümde.,Fear,Fear
25016,Haksızlığa uğradığımda.,Anger,Anger
25017,Ben hep üzgünüm.,Sadness,Sadness
25018,Bazı insanları gördüğümde.,Disgust,Ambigious
25020,Kitap okurken ve oyun oynarken.,Happy,Happy
25021,Korku filmi izlerken.,Fear,Fear
25022,Birisi bana yalan söylediğinde.,Anger,Anger
25023,Dayımı kaybettiğimde üzüldüm.,Sadness,Sadness
25024,İnsanlara bakınca tiksinirim.,Disgust,Disgust
25026,Bir şey planladığım gibi giderse mutlu olurum.,Happy,Happy
25027,Genel olarak her şeyi olağan karşılarım.,Fear,Ambigious
25028,Egoist ve kavgacı insanlara öfkeleniyorum.,Anger,Anger
25029,İnsanlara çabuk inanmak beni üzüyor.,Sadness,Sadness
25030,Yapmacık ve çok bağıran insanlardan tiksinirim.,Disgust,Disgust
25031,İnsanların yalan söylerken bu kadar inandırıcı olabilmesine şaşırıyorum.,Surprise,Surprise
25032,Toplum içinde konuşma yaparken.,Happy,Fear
25033,Bir insanın aniden karşımda belirmesi.,Fear,Fear
25034,Arkamdan konuşulması.,Anger,Anger
25035,Bir yakınımı kaybettiğimde.,Sadness,Sadness
25036,Tırnağımın arasına bir şey girmesinden tiksinirim.,Disgust,Disgust
25037,Fizik notumu öğrendiğimde.,Surprise,Ambigious
25038,Okul olmadığı günler ve yemek yemek.,Happy,Happy
25039,Birisi aniden karşıma çıktığında.,Fear,Fear
25040,Hakkımı alamadığım zaman.,Anger,Anger
25041,Sınav notları düşük geldiğinde.,Sadness,Sadness
25042,Sevmediğim insanlar yanıma geldiğinde ve kedi gördüğümde.,Disgust,Disgust
25043,Hediye aldığımda.,Surprise,Happy
25044,Sakin bir günde odamda kitap okumak ve müzik dinlemek.,Happy,Happy
25045,Birisinin arkamdan gelip bağırması korkutur.,Fear,Fear
25046,"Birisi annemi üzdüğü zaman, o kişiden nefret ederim.",Anger,Anger
25047,Annemin üzüldüğü an bende üzülürüm.,Sadness,Sadness
25048,İnsanların salakça sözlerinden tiksinirim.,Disgust,Disgust
25050,Arkadaşlarımla kutladığım yılbaşı eğlencesinde mutlu oldum.,Happy,Happy
25051,Kedim kafasını çarptığı zaman.,Fear,Sadness
25052,Arkadaşımla kavga ettiğim zaman.,Anger,Sadness
25053,Planlarım istediğim gibi gitmediği zaman.,Sadness,Sadness
25054,Bozuk süt içtiğim zaman.,Disgust,Disgust
25055,Arkadaşımın başka bir şehirden beni ziyarete gelmesi.,Surprise,Happy
25056,Yemek yediğim her an mutluyum.,Happy,Happy
25057,Korku filmleri.,Fear,Fear
25058,Öğretmenim bana haksızlık yaptığı zaman.,Anger,Anger
25059,Çok yakın bir arkadaşımı kaybettiğimde.,Sadness,Sadness
25060,Yanımda birisi kusarsa.,Disgust,Disgust
25062,Ailemle tatile gittiğimizde ben çatıda yıldızların altında müzik dinleyip kitap okurdum.O zamanlar çok mutlu hissetmiştim.,Happy,Happy
25063,"Kuzenlerimle korku filmine gitmiştik , o zaman çok korkmuştum.",Fear,Fear
25064,Haksızlık yapılması.,Anger,Anger
25065,Babamın üzüldüğünü gördüğümde içim acıdı.,Sadness,Sadness
25066,Bencillik ve egoistlik.,Disgust,Anger
25068,2 aydır biriktirdiğim paramı aldığımda mutlu oldum.,Happy,Happy
25070,Verdiğim eşyaların geri verilmemesi.,Anger,Anger
25071,Benim için değerli birisini üzgün görürsem bende üzülürüm.,Sadness,Sadness
25073,En iyi arkadaşım beni sevdiğini söylediği zaman.,Surprise,Happy
25074,Basketbol takımına ilk girdiğimde arkadaşlarımın beni sıcak karşılaması mutlu etti.,Happy,Happy
25075,2 yıl önce trafik kazası geçirdiğimde bayılmıştım.O zaman çok korkmuştum.,Fear,Fear
25076,Arkadaş ortamında haksız yere otoritem sarsılırsa öfkelenirim.,Anger,Anger
25077,Bir akrabam hayatını kaybettiği zaman.,Sadness,Sadness
25080,Şaka yapılınca mutlu hissederim.,Happy,Happy
25082,Sınıfta sabahın köründe parfüm sıkıldığında öfkeleniyorum.,Anger,Anger
25083,Kedim öldüğü zaman üzüldüm.,Sadness,Sadness
25084,Yağlı saçlı insanlardan tiksinirim.,Disgust,Disgust
25085,Sınıftakiler kısa kollu giyince şaşırıyorum.,Surprise,Surprise
25086,Beni unuttu diye düşündüğüm bir arkadaşımın yanıma gelip benimle konuşması.,Happy,Surprise
25087,Rüyamda tecavüze uğramıştım. Birde yükseklik korkum var.,Fear,Fear
25088,Annemin iznim olmadan odama girmesi ve eşyalarımı karıştırması.,Anger,Anger
25089,Bir arkadaşımla karşılaştığımda bana yüz çevirmesi.,Sadness,Sadness
25090,Yemek yerken uygunsuz hareketler yapılması tiksindirici.,Disgust,Disgust
25091,Samimi olmadığım bir kişiye selam vermedim diye beni annesine anlatmasına şaşırdım.,Surprise,Surprise
25092,Evimde olduğum zaman mutluyum,Happy,Happy
25093,Yüksekten çok korkarım.,Fear,Fear
25094,Arkadaşım sözümü kestiğinde.,Anger,Anger
25095,"Üzülmem, her işte bir hayır vardır derim hep.",Sadness,Ambigious
25096,Aynı kaşıktan yemek yemek.,Disgust,Disgust
25097,Bir kişinin aslına ne kadar farklı birisi olduğunu fark ettiğimde.,Surprise,Surprise
25098,Tıp fakültesini kazanırsam mutlu olurum.,Happy,Happy
25099,Gece aniden uyanınca ses ya da tıkırtı duyduğumda korkarım.,Fear,Fear
25100,Yakınlarımın gururuma dokunacak sözler söylemesine öfkelenirim.,Anger,Anger
25101,Karşımdaki kişinin beni yanlış anlaması.,Sadness,Ambigious
25102,Tebeşirin tahtaya sürtmesi.,Disgust,Disgust
25103,Beklenmedik sürprizler.,Surprise,Surprise
25104,Hediye aldığım zaman.,Happy,Happy
25105,Gizlediğim bir şeyin açığa çıkmasından korkarım.,Fear,Fear
25106,Arkadaşım verdiği sözü tutmadığı zaman.,Anger,Anger
25108,Ağzını şapırdatarak yemek yiyen insanlardan.,Disgust,Disgust
25109,Sınıfta birisi takla attığı zaman.,Surprise,Surprise
25110,Müzik dinlemek.,Happy,Happy
25111,Örümcek görmek.,Fear,Fear
25112,İnsanlara haksızlık yapılması.,Anger,Anger
25113,Bir arkadaşımı istemeden kırmak.,Sadness,Sadness
25114,Başkasının çatalı ya da kaşığı ile yemek yemek.,Disgust,Disgust
25115,Beklediğimden düşük not almak.,Surprise,Sadness
25116,Sınavdan 100 almak.,Happy,Happy
25117,Karanlıkta yalnız kalmaktan ve kan görmekten korkarım.,Fear,Fear
25118,Ağabeyimin bütün pastayı yemesi.,Anger,Anger
25119,Ön sıradaki arkadaşlarım bana yer vermediği zaman üzüldüm.,Sadness,Sadness
25120,Arkadaşımın kolundaki yarayı göstermesi.,Disgust,Disgust
25121,En iyi arkadaşım bana sebepsiz küstüğü zaman.,Surprise,Sadness
25122,Her şeyin yolunda gitmesi.,Happy,Happy
25123,Doğal afetlerden korkarım.,Fear,Fear
25124,İnsanların yaptıkları iyilikleri anlatması.,Anger,Ambigious
25125,Değer verdiğim insanlardan beklemediğim tepkiler gördüğüm zaman.,Sadness,Surprise
25126,Ağzını kapatmadan yemek yenmesi.,Disgust,Disgust
25127,Cüzdanımdan 5 TL bulduğum zaman.,Surprise,Happy
25128,Doğa manzarası muhteşem olan bir kulede 1 hafta zaman geçirmek.,Happy,Happy
25129,Yabancı bir kişi ile ilk defa konuşuyor olmak.,Fear,Happy
25130,Haksızlıklara öfkelenirim.,Anger,Anger
25131,Zavallı insanların alay konusu olması.,Sadness,Anger
25132,Çıplak bir ayak gördüğümde iğrenirim.,Disgust,Disgust
25133,Her sabah yataktan sağlam uyanmak.,Surprise,Happy
25134,Hediye aldığımda mutlu olurum.,Happy,Happy
25135,Köpeklerden korkarım.,Fear,Fear
25136,İnsanlar sırada önüme geçtiği zaman.,Anger,Anger
25137,Harçlığım azaldığı zaman üzülürüm.,Sadness,Sadness
25138,Yeşillik yemek zorunda kalmak.,Disgust,Disgust
25139,Birisi sınıfta gaz çıkardığı zaman.,Surprise,Ambigious
25140,Çikolata yediğim an mutlu olurum.,Happy,Happy
25141,Geceleri değişik hayaller kurarak kendimi korkutuyorum.,Fear,Fear
25142,Ailemin bazı durumlarda gereğinden fazla tepki göstermesi.,Anger,Anger
25143,Birisinin kalbini istemeden kırdığım zaman.,Sadness,Sadness
25144,Birisinin karşımda gözü ile oynaması ve dişini gıcırdatması.,Disgust,Disgust
25145,Matematikten 40 beklerken 71 aldığım zaman.,Surprise,Happy
25147,Veli toplantıları.,Fear,Ambigious
25149,Takım maç kaybettiği zaman.,Sadness,Sadness
25150,Sıfırcı öğretmenler.,Disgust,Anger
25151,10 beklediğim sınavdan 60 aldığım zaman.,Surprise,Happy
25152,Kafam rahat olduğu zaman.,Happy,Happy
25153,İyi bir insan olmadığım için ölmekten korkuyorum.,Fear,Fear
25154,Benim çok umursadığım bir şeye insanların değer vermemesi ya da saygı göstermemesi.,Anger,Anger
25155,Ülkemin bulunduğu duruma üzülüyorum.,Sadness,Sadness
25156,Ağız şapırdatarak yemek yenmesi.,Disgust,Disgust
25157,İnsanların nasıl bu kadar aptal olabildiğine şaşırıyorum.,Surprise,Surprise
25158,Çok emek harcadığım bir konuda başarılı olmak ve övgü almak.,Happy,Happy
25159,Aniden karşıma çıkan bir şey ve önemli sınavlar.,Fear,Fear
25160,Başkalarının hataları ve beceriksizliği yüzünden başarısız olmak.,Anger,Anger
25161,Çaba harcadığım bir durum sonunda istediğimi bulamamak.,Sadness,Sadness
25162,Ağız açık ve sesli yemek yiyen insanlar.,Disgust,Disgust
25163,Bazı insanların çok basit bir şeyi kafalarının almaması.,Surprise,Surprise
25164,Sevdiğim insanlarla vakit geçirmek.,Happy,Happy
25165,Tanımadığım insanların garip bakışları beni korkutur.,Fear,Fear
25166,Haksızlığa uğradığımı hissettiğim an.,Anger,Anger
25167,Ailem ve arkadaşlarımla tartışmak.,Sadness,Sadness
25168,Birisini kusarken görmek.,Disgust,Disgust
25169,Beklemediğim anda karşıma çıkan insanlar.,Surprise,Surprise
25170,Köpeğimi ilk kez kucağıma aldığımda mutlu oldum.,Happy,Happy
25171,Evde yalnızken sesler duyduğumda korkarım.,Fear,Fear
25172,Toplum içinde sıra beklerken önüme geçmesi.,Anger,Anger
25173,Çok emek verdiğim bir durumda başarısız olduğum zaman.,Sadness,Sadness
25174,Birisinin üzerime hapşırması.,Disgust,Disgust
25175,Beklemediğim birisinden beklemediğim bir söz duymak.,Surprise,Surprise
25176,Okullun tatil olması.,Happy,Happy
25177,Sınavların yaklaşması.,Fear,Fear
25178,Birisinin benimle dalga geçmesi.,Anger,Anger
25179,Sınavlardan sonra notlarımı öğrenmek.,Sadness,Fear
25180,Birisinin ellerini yıkamadan yemek yemesi.,Disgust,Disgust
25181,Sevdiğim kızın başkasıyla çıkması.,Surprise,Anger
25182,Yemek yediğim her an.,Happy,Happy
25183,Karanlıkta tek başıma olduğum zaman korkuyorum.,Fear,Fear
25184,Birisinin yanağımı sıkması.,Anger,Anger
25185,Sevmediğim bir yemek olduğu zaman.,Sadness,Anger
25186,Birisinin geğirmesi.,Disgust,Disgust
25187,Düşük beklediğim sınavdan yüksek not almak.,Surprise,Surprise
25188,Arkadaşlarımla dışarı çıkmak.,Happy,Happy
25189,Korku filmleri.,Fear,Fear
25190,"Sude'nin"" cam kenarına oturması ve bana istediğini yaptırması.""",Anger,Anger
25191,Yakınlarımın zarar görmesi.,Sadness,Sadness
25192,Yemekten kıl çıkması.,Disgust,Disgust
25193,Her hangi bir dedikodu duyduğumda.,Surprise,Anger
25194,Doğum günümde arkadaşlarımla eğlenmek.,Happy,Happy
25195,İstediğim üniversiteyi kazanamamaktan.,Fear,Fear
25196,Arkadaşlarım yalan söylerse.,Anger,Anger
25197,Aile içinde tartışma çıkması.,Sadness,Sadness
25198,Otobüste bir çocuğun kusması.,Disgust,Disgust
25200,Yakın arkadaşlarımla vakit geçirmek.,Happy,Happy
25201,Hırsızın eve girmesi.,Fear,Fear
25202,Yalan söylenmesi.,Anger,Anger
25203,Bir yakınımın vefatı.,Sadness,Sadness
25204,Oynadığım bir oyunda huysuz insanlar.,Disgust,Anger
25206,Arkadaşlarımla konuşurken kendimi mutlu hissederim.,Happy,Happy
25207,Araba tünele girdiği zaman çökecek sanıp korkarım.,Fear,Fear
25208,Birisi bana sebepsiz yere vurduğu zaman.,Anger,Anger
25209,Haklıyken haksız duruma düşmek.,Sadness,Anger
25210,Birisi karşımda kulağını kaşıdığı zaman.,Disgust,Disgust
25211,Birisi benim hakkımda yalan söylediğinde.,Surprise,Anger
25212,Sınavdan 100 aldığım zaman.,Happy,Happy
25213,Böceklerden korkarım.,Fear,Fear
25214,Benim hakkımda dedikodu yapıldığı zaman.,Anger,Anger
25215,Kandırıldığımı öğrendiğim zaman.,Sadness,Anger
25216,Kusan birisini gördüğüm zaman.,Disgust,Disgust
25217,Beklemediğim bir anda bir arkadaşım ile karşılaşmak.,Surprise,Surprise
25218,Problemlerimi çözdüğüm zaman.,Happy,Happy
25219,Üniversite sınavından.,Fear,Fear
25220,Haksız yere iftiraya uğradığım zaman.,Anger,Anger
25221,Arkadaşlarımdan dost sandığım kişilerden kazık yediğim zaman.,Sadness,Anger
25223,Tesadüfler beni şaşırtır.,Surprise,Surprise
25224,Ağabeyim üniversiteyi bitirip eve döndüğü zaman mutlu oldum.,Happy,Happy
25225,Kapkaççı motoruyla annemin çantasını çaldığı zaman korktum.,Fear,Fear
25226,Geceleri gürültü yapan komşularımıza sinirleniyorum.,Anger,Anger
25228,Arkadaşımın patates kızartmasını dondurmayla yemesinden tiksindim.,Disgust,Disgust
25229,Ağabeyimin sürpriz ziyareti.,Surprise,Surprise
25230,Etrafımdakilerden iltifat alınca mutlu olurum.,Happy,Happy
25231,Otobüste tacize uğradığımda korktum.,Fear,Fear
25232,Bir arkadaşım sınıfından kovunca sinirlenmiştim.,Anger,Anger
25233,Arkadaşım saçlarını kestirince çok üzüldüm.,Sadness,Sadness
25234,Böceklerden.,Disgust,Disgust
25236,Ayrıldığım sevgilim mesaj atarsa mutlu olacağım.,Happy,Happy
25237,Siğil elimden hiç geçmeyecek sandığım zaman.,Fear,Fear
25238,Arkadaşımla kavga ettiğimde.,Anger,Ambigious
25239,Sevgilimle ayrıldığım gün.,Sadness,Sadness
25240,Elimde siğil çıktığı zaman.,Disgust,Ambigious
25241,Eski sevgilim İzmir'e dönünce şaşırdım.,Surprise,Surprise
25242,Bu liseyi kazandığım zaman.,Happy,Ambigious
25243,Küçükken kuzenimin kafasını yanlışlıkla duvara vurmuştum. Ölecek diye korkmuştum.,Fear,Fear
25244,Ağabeyimin yaptığı şakaya sinirlendim.,Anger,Anger
25245,Komşumuz köpeğimizi çalıp sattığı zaman.,Sadness,Anger
25246,Birisi önümde kusarsa.,Disgust,Disgust
25247,20 beklediğim sınavdan 60 aldığımda.,Surprise,Happy
25248,Sınavdan 100 aldım.,Happy,Happy
25249,Bir adam beni takip etti.,Fear,Fear
25251,Ailem köpeğimi başka birisine verdiği zaman.,Sadness,Sadness
25252,Estetik ameliyat izlemiştim.,Disgust,Fear
25253,Düşük beklediğim sınavdan yüksek not aldım.,Surprise,Happy
25254,Veli toplantısından sonra öğretmenin anneme beni övmesi mutlu etti.,Happy,Happy
25255,Kardeşimi parkta kaybedince kaçırıldı diye çok korkmuştum.,Fear,Fear
25256,Kardeşimle kavga ederken annemin olaya karışıp kardeşimin tarafını tutmasına çok sinirlendim.,Anger,Anger
25257,Teyzemle tartışıp aramız bozulduğu zaman çok üzülmüştüm.,Sadness,Sadness
25258,Sokakta yere tüküren adamlardan tiksiniyorum.,Disgust,Disgust
25259,Felsefe sınavından 100 aldığımı öğrendiğim zaman.,Surprise,Happy
25260,Ben en çok arkadaşımla vakit geçirdiğimde mutlu oluyorum.,Happy,Happy
25261,Annem kardeşimi doğururken ölme ihtimalini düşündüğümde çok korkmuştum.,Fear,Fear
25262,"İnsanlara hakaret edilmesi, dalga geçilmesi ve haksızlık yapılması öfkelendiriyor.",Anger,Anger
25263,Sevdiğim kişilerle kavga ettiğim zaman.,Sadness,Sadness
25264,Birisin benim karşımda burnunu karıştırması.,Disgust,Disgust
25266,Erkek arkadaşımla vakit geçirmek.,Happy,Happy
25267,Karanlık ya da ıssız yerlerden korkarım.,Fear,Fear
25268,Haksızlık ya da saygısızlık yapıldığı zaman.,Anger,Anger
25269,Babamın vefatı beni çok derinden üzdü.,Sadness,Sadness
25270,Birisi üzerime doğru tükürürse tiksinirim.,Disgust,Disgust
25271,Annemin tekrar evlilik kararı alması.,Surprise,Surprise
25273,Eve geç gittiğimde annemden korkarım.,Fear,Fear
25274,İnsanların gereksiz kaprislerine.,Anger,Anger
25275,Güzel kızların hep güzel olması.,Sadness,Ambigious
25276,Sevmediğim kişilerin davranışları.,Disgust,Anger
25278,"Zayıflamak, çikolata yemek ve döner yemek.",Happy,Happy
25279,Yalan söylediğimde ortaya çıkması.,Fear,Ambigious
25280,Bazı arkadaşlarımın beni ekmesi.,Anger,Anger
25281,"Sevdiğim çocuğun okula gelmemesi, yüzümde sivilce çıkması ve kilo almak.",Sadness,Sadness
25282,Sevmediğim kişilerin her davranışından tiksiniyorum.,Disgust,Disgust
25283,Hoşlandığım çocukla göz göze gelmek.,Surprise,Happy
25284,Geçen yıl arkadaşlarımla doğum günümü kutladığımız zaman.,Happy,Happy
25285,Arkadaşlarımla eve dönerken bir kadın zorla bizi evine götürmek istedi.,Fear,Fear
25286,Arkadaşım sınava girmeden önce gözlüğümü kırdı.,Anger,Anger
25287,Kopya çekmediğim halde öğretmenim kopya çektiğimi iddia etti. Haksızlığa uğramıştım.,Sadness,Anger
25288,"Arkadaşımın çorba, tatlı ve yoğurdu karıştırıp yemesi.",Disgust,Surprise
25289,Kötü geçen sınavdan 100 almak.,Surprise,Happy
25290,Başarılı olmak.,Happy,Happy
25293,Başarısız olmak.,Sadness,Fear
25294,Başarısız insanlar.,Disgust,Sadness
25296,İstediğim bir şey olunca.,Happy,Happy
25297,Ani bir şey olunca.,Fear,Surprise
25298,Haksızlık.,Anger,Anger
25299,Arkadaşlarım üzülürse.,Sadness,Sadness
25300,Tükürük görmek.,Disgust,Disgust
25301,Güzel bir kız görünce.,Surprise,Happy
25302,Çikolata yerken.,Happy,Happy
25303,Yolda tanımadığım bir adam gelip beraber yürüyelim mi dediği zaman.,Fear,Fear
25304,Haklı olduğum halde haksız duruma düşmek.,Anger,Anger
25305,İyi geçen sınavdan düşük not aldığımda.,Sadness,Sadness
25306,Böcek gördüğümde.,Disgust,Fear
25307,Düşük beklediğim sınavdan yüksek not almak.,Surprise,Happy
25308,Yemek yediğim zaman.,Happy,Happy
25309,Matematik ve fizik sınavları.,Fear,Fear
25310,"Sevgilimle ben konuşmazken başkaları çok rahat onun yanında olabiliyor, bu duruma sinirleniyorum.",Anger,Anger
25311,Sevgilimle konuşamamak.,Sadness,Sadness
25312,Böcekler.,Disgust,Fear
25313,Antrenörün dünya 2. olduğunu öğrendiğimde.,Surprise,Surprise
25314,Kuzenimin birisine kavuşması.,Happy,Happy
25315,Arkadaşım ölüp bir daha onu görememek.,Fear,Fear
25316,Arkadaşımın hakkımda yalan bilgiler vermesi.,Anger,Anger
25317,Bir böcek öldürdüğümde.,Sadness,Ambigious
25318,Kahvaltıda hep kusacağımı düşünürüm.,Disgust,Disgust
25319,Kuzenimin sonunda birisine kavuşması.,Surprise,Happy
25320,Ankara'da yaşayan arkadaşımın İzmir'e geleceğini öğrendiğimde.,Happy,Happy
